ID,Category,Title,Description,Amenities,Location,guests,beds,bathrooms,Price_Night,Cleanliness_rating,Accuracy_rating,Communication_rating,Location_rating,Check-in_rating,Value_rating,amenities_count,url,bedrooms
32bb70b2-8534-4b7e-a433-a0bf26300c6e,Treehouses,Private wooden cabin with power and double bed,in our woods 50 meters from the parking lot you get your own tree house input power for charging mobile computer etc we made your bednyou will have access to hot water so that the outdoor shower will be comfortablenthe fire pan is ready outside electric heater in the cabinnvery good breakfast on the door can be orderednfor other cooking bring primus or similar we have plastic storage boxes for food etc a really nice place romantic and completely private the space the spacena great starting point for romsdalseggen rampestreken and via ferrata at ndalsnes ice fjord is a gemnnwe always respond quickly to messages and are excited to welcome you guest access guest accessnyou have the forest to yourself romantically and privatelynown electric heater in the cabin so it doesnt get coldnnparking between the garage and the black main house upon arrivalnnhot water can be found in the tap in front of the black main house other things to note other things to notennew this yearn sauna we offer the riverside sauna this one you can easily book yourself via our websites there is also an outdoor shower with fresh river water included in the bath rental good cook daring to swim in the rivernn breakfast in bed we offer homemade rolls eggs from local farm coffee butter juice happy salmon and other snacks high quality lots organic delivered in a great picnic basket at the gate of the tree house every morning at 830 290 kr per person to be ordered no later than 5 pm the day before,"['What this place offers', 'Bathroom', 'Shampoo', 'Hot water', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Heating and cooling', 'Heating', 'Home safety', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Internet and office', 'Wifi', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Location features', 'Lake access', 'Guests can get to a lake using a path or dock', 'Ski-in/Ski-out', 'Guests can access ski lifts without driving or taking paid transport', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Garden', 'An open space on the property usually covered in grass', 'Parking and facilities', 'Free parking on premises', 'Services', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Self check-in', 'Lockbox', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer']",Rauma Møre og Romsdal Norway,2,1.0,1.0,72,4.7,4.8,5.0,4.9,4.9,4.5,19.0,https://www.airbnb.co.uk/rooms/43863234?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-05-01&check_out=2022-05-08&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
b49a1000-cd0f-4c7d-8948-041f9ae44f75,Treehouses,Tahkuna tree-house,a unique cozy and modern tree house located in a picturesque pine forest will envelope you in peace and quiet and bring unforgettable memories you will find yourself surrounded by nature with easy access to secluded endless beaches and crystalclear sea the rustling of trees singing of birds and star gazing in the night will be all you need to forget the busy rhythm of city life you will explore ancient lighthouses and see many other unique and abundant sights of hiiumaa island the space the spacensorry there is no electricity now you will find comfort and peace in our cozy house the lower spacious floor contains a kitchen with all the necessities such as a gas grill a washstand a dinner table as well as a hammock the upper deck is a relaxation zone with two chaise lounges and a small table inside the living room is a fireplacewood burner which can be used for cooking or boiling water the room also has a double bed with a pullout bed extension for two more people a table with chairs and a storage chest big windows offer majestic views of the forest the house is insulated theres a fireplace inside so you will be warm even in the colder months of spring and autumn electricity is supplied by solar panels a lovely fire pit with benches is set up on a meadow near the house close by there are an outside shower cabin and a toilet you will find supermarkets bars cafes a bank a pharmacy and a hospital in picturesque town of krdla 15 km away the sea is an easy 800 m walk from the housenin addition to the wonderful forest and the sea the island has a lot of amazing things to see ancient lighthouses the old suuremeyza estate an openair ethnomuseum an old peasant farm there are also tennis courts a golf course horses excursions to seals and etc and so onnthe cozy town of krdla 15km with supermarkets bars cafes rental cars and bicyclesnall sorts of festivals are held on the island jazz classical music etc cafe day jan day craft fair and many othersnalso yacht parking beaches for surfers and kitersnwe hope you will enjoy staying at our tree house and have a great time on the magic hiiumaa island,"['What this place offers', 'Bathroom', 'Shampoo', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Bed linen', 'Heating and cooling', 'Indoor fireplace', 'Home safety', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Internet and office', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Stove', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Free on-street parking', 'Services', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Heating\nHeating']",Tahkuna Hiiu maakond Estonia,4,2.0,1.0,79,4.8,5.0,5.0,5.0,5.0,4.7,19.0,https://www.airbnb.co.uk/rooms/35292441?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-04-01&check_out=2022-04-08&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
3ab5d2ca-fd9f-46e1-a4dd-eb70cbb7ee3f,Treehouses,A TREEHOUSE! Adventure! Support Organic Farming!,cozy rustic authentic treehouse for two by a babbling brook full bed wlinens towels shared bathroomsn11 acre organic vegetable farm supplies local restaurants french broad food coop and farmers market the space the spacenrustic cozy treehouse has a fullsize bed candlelight adds to the memorable experience there is no electricity in the treehouse shared bathroom fire ring charcoal grill two bathrooms wshowers outdoor shower is closed in winter guest access guest accessnguests are welcome and encouraged to walk all 11 acres of our organic farm including the woodlot the creek and the vegetable fields access to the greenhouses is restricted your room completely private the farm itself is shared with other guests and farm family other things to note other things to notencommon courtesy pleasendo not throw cigarette butts garbage cans bottle caps etc in the fire pitsnthere is a dumpster at the farm entrancenpets must be friendly to other dogs and peoplenpets cannot be left unattended while you are off the farm if you leave they go with younif you consume alcohol it must be confined to your personal space all guests and residents must be enjoying themselves any excessive noise obnoxious behavior or general disrespect will not be tolerated you will be put out for drunkenness no refund i am sole judge jury and hangman if has to go that farnsmoking allowed on the farm stay a reasonable distance away from buildings crops and other guests no smoking of any substance in the barn or the treehouse or the bathrooms no butts on ground evernwarningnunder north carolina law there is no liability for an injury to or death of a participant in an agritourism activity conducted at this agritourism location if such injury or death results from the inherent risks of the agritourism activity inherent risks of agritourism activities include among others risks of injury inherent to land equipment and animals as well as the potential for you to act in a negligent manner that may contribute to your injury or death you are assuming the risk of participating in this agritourism activity,"['What this place offers', 'Scenic views', 'Mountain view', 'Bathroom', 'Shampoo', 'Hot water', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Bed linen', 'Extra pillows and blankets', 'Entertainment', 'Suitable for events', 'The listing can accommodate a gathering of 25 or more attendees', 'Heating and cooling', 'Heating', 'Home safety', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Internet and office', 'Wifi', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Kitchen and dining', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Outdoor', 'Private backyard – Not fully fenced', 'An open space on the property usually covered in grass', 'Fire pit', 'Outdoor furniture', 'Outdoor dining area', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Free on-street parking', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Smoking allowed', 'Host greets you', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Private entrance\nPrivate entrance']",Candler North Carolina United States,2,1.0,2.0,19,4.6,4.9,4.9,4.8,4.9,4.8,26.0,https://www.airbnb.co.uk/rooms/4004576?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-05-08&check_out=2022-05-15&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
02fe9759-ffbe-437d-a6f2-2a5c6be0a3ac,Treehouses,Nights of Cimes - La Grande Cabane du Mauret,unusual accommodation open all year round dream cabins just for you perched 10 meters in the trees easy and secure access isolated from everything calm is guaranteed for an unforgettable night in the heart of the forest as a lover family or friends ideal as a gift to those we love the space the spacenperched between two magnificent trees the large mauret hut is both comfortable and rustic access is from a wooden staircase and then from two walkways fully secured by a net that leads directly to a large terrace inside many windows create a bright atmosphere and allow you to fully enjoy the surroundings and its great asset is its second terrace perched on a part of the roof to fully live this unique adventurenit is equipped with dry toilets kitchenette with gas and sink gas heating tables and chairs inside and on the terrace solar electricity lampsnthis cabin doesnt have a shower we provide towels and gloves for a rustic toilet at the kitchen sinknthe living area has two convertible sofas upstairs there is a large room under the roofs in all the hut is designed to accommodate up to seven people in a hotel formula that is to say clean and prepared beds you do not have to bring any sheets and breakfast is provided,"['What this place offers', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Bed linen', 'Heating and cooling', 'Heating', 'Home safety', 'Smoke alarm', 'Carbon monoxide alarm', 'Internet and office', 'Pocket wifi', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Stove', 'Coffee maker', 'Outdoor', 'Patio or balcony', 'Parking and facilities', 'Free parking on premises', 'Free on-street parking', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Breakfast', 'Breakfast is provided', 'Cleaning before checkout', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Shampoo\nShampoo', 'Unavailable: Private entrance\nPrivate entrance']",Château-Bernard Isère France,7,4.0,1.5,116,4.9,4.7,5.0,5.0,5.0,4.3,18.0,https://www.airbnb.co.uk/rooms/44366386?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-04-01&check_out=2022-04-08&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
fb371453-01e9-4f8e-bc54-f0d530ad5693,Treehouses,Treehouse,want a natural and rustic adventure in the heart of the lotois vineyard valley in a quiet and secluded setting surrounded by animals in a hut perched 45 meters high come visit usnwe created an association to promote develop value and exchange alternative methods ecoconstructions and educational practices around the world with your reservation in the cabin you become a member of the association and participate in it the space the spacenremember to wear your sheets down and towels one double bed in 140x190 and 3 single bedsnin an ecological desire the toilets are drynpossibility of extra bedrooms sleeps 9 kitchen bathroom extra guest access guest accessnpets are allowed ours dogs cats horses hensgoldfish will be happy to welcome themnvarious swimming points nearby other things to note other things to notenour rider friends are welcome to join us as the hut is located in the heart of the park your horses will be welcomed in an enclosed and secure space,"['What this place offers', 'Bathroom', 'Hot water', 'Entertainment', 'Suitable for events', 'The listing can accommodate a gathering of 25 or more attendees', 'Heating and cooling', 'Heating', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Stove', 'Coffee maker', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Patio or balcony', 'Parking and facilities', 'Free parking on premises', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Cleaning before checkout', 'Not included', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Shampoo\nShampoo']",Puy-l'Évêque Occitanie France,5,4.0,1.0,34,4.0,4.7,4.9,4.9,4.8,4.7,16.0,https://www.airbnb.co.uk/rooms/23587436?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-07-01&check_out=2022-07-08&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,2
140d7389-94cc-4230-8280-59d51aff698d,Treehouses,Treehouse 10 minutes from Biarritz,near the sea and the mountain come and relax in a refuge 10 minutes from biarritz perched on stilts at more than 3 m surrounded by trees in a lush garden the hut is fully equipped for you to enjoy a great comfort in the middle of nature the fullyequipped summer kitchen is under the hut and the toilet is at its foot you will wake up to bird song optional organic breakfast at 5 9 or 12pers except from april 16 to may 2 the space the spacencome and try the unusual and poetic experience of living in a warm and comfortable hutnhigh quality king size bedding of 180nlinens and towels are of course included in the servicenwashable slippers are available for your staynfor the toilet you have the choice between the cosy of a bathtub inside and the exotic of an outdoor shower but under shelter na bottle of wine from our reserve or local apple juice is offerednranked 2 star furnished tourist accommodationnfrom april 16 to may 2 without optional breakfast servicenplease read the house rules in full guest access guest accessnyou will also enjoy the lush garden from sunny days a ping pong table a slackline in summer a barbecuea small grocery store is available on request with local andor organic productsnpossibility to buy bottle of champagne other things to note other things to notena radiator will warm up chilly nights and a ventilator will cool down hot daysnwe do not accept credit cards for the payment of breakfasts or possible cleaning fees only cash check nplease take a minute to read the rules of procedure nfor breakfast you can choose the french breakfast at 9 tea or chocolate coffee toast with honey jam butter hot croissant milk specialty orange juice or local apple or canadian breakfast at 12 the same as the french with pancakes or eggs to choose from or the autonomous menu at 5 like the french breakfast without the croissant or the milk specialty arranged the day before in the summer kitchen all 3 organic except croissants except for april 16 to may 2 when the rental will be autonomous,"['What this place offers', 'Scenic views', 'Garden view', 'Bathroom', 'Bath', 'Hair dryer', 'Cleaning products', 'Shampoo', 'Conditioner', 'Body soap', 'Outdoor shower', 'Hot water', 'Shower gel', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Bed linen', 'Extra pillows and blankets', 'Room-darkening shades', 'Iron', 'Clothes storage', 'Entertainment', 'Sound system', 'Ping pong table', 'Books and reading material', 'Heating and cooling', 'Portable fans', 'Heating', 'Home safety', 'Smoke alarm', 'Fire extinguisher', 'First aid kit', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Mini fridge', 'Freezer', 'Stove', 'Kettle', 'Coffee maker: pour-over coffee', 'Wine glasses', 'Toaster', 'Barbecue utensils', 'Grill, charcoal, bamboo skewers/iron skewers, etc.', 'Coffee', 'Dining table', 'Outdoor', 'Private patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'Outdoor furniture', 'Outdoor dining area', 'Private outdoor kitchen', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Services', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Host greets you', 'Cleaning before checkout', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'Host has indicated that no carbon monoxide detector is necessary. Contact the host with any questions.', 'Unavailable: Private entrance\nPrivate entrance']",Arbonne Aquitaine Limousin Poitou-Charentes France,2,1.0,1.0,128,4.9,4.9,5.0,4.8,4.9,4.6,50.0,https://www.airbnb.co.uk/rooms/13666360?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-04-17&check_out=2022-04-24&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
1655996b-468c-42ff-bedc-a4ba953537c2,Treehouses,Treehouse Resnice,my place is close to public transport the airport the city center parks art and culture plitvice lakes capital town zagreb 4 rivers youll love my place because of the location the ambiance the people the outdoors space and the neighborhood my place is good for couples solo adventurers families with kids and furry friends pets the space the spacenmy place is situated in abandoned village there is no electricity so it is ideal for robinson tourismnsorrounded with two pristine rivers untouched nature it is perfect for your relaxing time that you will always rememberni also have canoes bikes and quad vehicles to make your stay more adventures guest access guest accessnonce you arrived in town of karlovac i will meet you and guide you to my place,"['What this place offers', 'Bathroom', 'Shampoo', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Hangers', 'Entertainment', 'Suitable for events', 'The listing can accommodate a gathering of 25 or more attendees', 'Home safety', 'Fire extinguisher', 'First aid kit', 'Internet and office', 'Wifi', 'Dedicated workspace', 'A desk or table with a chair and space for a laptop.', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Parking and facilities', 'Free parking on premises', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Smoking allowed', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Private entrance\nPrivate entrance', 'Unavailable: Heating\nHeating']",Cerovac Barilovićki Karlovačka županija Croatia,4,2.0,1.0,63,4.8,4.7,5.0,4.9,5.0,4.8,12.0,https://www.airbnb.co.uk/rooms/16190576?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-04-04&check_out=2022-04-11&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
fdce3f3c-8f6b-4133-9423-c9ad5d5a96ec,Treehouses,Providence area TreeHouse Farm Stay,unique charming spacious private tree house overlooking working diversified family farm enjoy solitude surrounded by only the sounds of nature and our farm animals woodstove heats the space for cozy 4 season getaways fire wood and lanterns are provided this is a popular offthegrid space please look at our vintage airstream and providence area camper if you require additional space or electricitynask about our special whole weekend or multiple night pricing the space the spacenthis is a spacious though rustic off the grid accommodation in the trees overlooking our farm fields to the south and the forest to the north fresh breezes blow through the open windows in the warm weather and the wood stove keeps the space cozy and warm in the cooler seasons if light air and views are what you are looking for this is the place working sustainable farm vegetables dairy goats livestock guardian dogs cats heritage hogs poultry horses sheep and a water buffalo please leave your pets home so as not to stress our animalsnif you need more space please see our other listings vintage airstream and 28 camper guest access guest accessnthe tree house has no electricity lanterns are provided or plumbing the tree house is marked with a sign on the driveway there is no lock on the door there is a composting toilet close by a spacious outdoor shower on the pond side of our house and a real bathroom available in the house for coldweather guests there is a charcoal grill for use by our guests you must provide the charcoal and ice other things to note other things to notenas a tree house in the woods on a working farm please anticipate that u might experience some insects and hear various animal sounds please bring insect repellent if u think you might want it expect that u will hear the sounds of the crickets katydids tree frogs song birds wood peckers owls coyotes rooster peacocks cats dogs or other animals if u would like to explore the farm fields woods etc you might want to bring boots depending on the weathernthere are several breakfast spots in close proximity both providence and warren ri are great destination spots and meccas of great restaurants we are happy to give you recommendationsnour daughter calls the tree house home when she is on the farm you will be staying in her personal space with her personal furnishings and possessions please be respectfulnif the th is not available when you want it please check out our vintage airstream and working farm providence area campers,"['What this place offers', 'Scenic views', 'Garden view', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Bed linen', 'Extra pillows and blankets', 'Heating and cooling', 'Indoor fireplace', 'Heating', 'Home safety', 'Fire extinguisher', 'Location features', 'Private entrance', 'Separate street or building entrance', 'Outdoor', 'Patio or balcony', 'Garden', 'An open space on the property usually covered in grass', 'BBQ grill', 'Parking and facilities', 'Free parking on premises', 'Services', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Shampoo\nShampoo']",Rehoboth Massachusetts United States,4,2.0,1.0,95,4.7,4.9,4.9,4.9,4.9,4.8,13.0,https://www.airbnb.co.uk/rooms/3880388?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-19&check_out=2022-03-26&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
0817e86f-0a0a-4e7a-a1e2-9f506bfa1f1d,Treehouses,Caeiro's Tree by the Beach,beautiful selfbuilt wooden tree house situated on top of a horizontallygrown pine tree only a 5 minute walk from the sea which borders the property two skylights allow you to enjoy the trees the blue sky and the birds above plenty of privacy and space around the house and a sunbed for lazing about the land is part of the natural park has stunning views across the ocean amazing sunsetsnthe cabin is decorated with handmade details has a comfortable double bed a fridge gas stove the space the spacendirectly on the seafront this selfsustained ecotreehouse is a 20 min walk away to nearby foz beach and it is the last seafront accommodation between lisbon and cabo espichel the rocky sea pools are only 5 min awaynthe treehouse is the proud highlight of the cantinho alberto caeiros project celebrating the poetry philosophy of our famous poet fernando pessoa the love for nature which he expresses can be found in this lovely space in the middle of a protected nature area we let nature speak for itself without the need for any fancy adornments keeping its wilderness and raw beauty the shower outside is sunwarmed using recycled scaffolding material and wood we try to recycle and upcycle we used old wine bottles for lamps and restored an old oaktree door the wooden bed is selfbuilt and the kitchen counter has a grand view of the treesnthe tree house is run on solar energy 12vnfinishing touches are hand made details such as the cushions from local woolnnkey pointsnrocky sea pools where you can let the waves crash over you nlocated on top of a rare horizontally grown typically portuguese pine treentable chairs and hammock amongst the treesnunforgettable sunsetsnnall basic amenities available 2pit gas stove for cooking a fridge and your own sunwarmed outdoor shower cold in winternthe dry compost toilet is sharednthe tree house is situated within 155 acres 63 hectare of agricultural land which gives you unparalleled privacy and sense of naturenall beaches are nearbynthe village has a small supermarket a bakery a coffeelunch place and 2 restaurants we have good contacts and are happy to advice and book you a tablennlocation and transportnmerely 40 minutes from lisbon with your own car you have greater autonomy to explore the areanotherwise a bus from sete rios or an uber will get you here as wellnnplease note there is no atm in the village guest access guest accessnyou have access to all the landnthe main entrance is accessed via a good dirt road from the village of azoia you can exit the bottom of the land to go down to the rock pools and walk to the beach other things to note other things to notenplease note that under no circumstances we will allow bbqs open fires during the hot dry summer monthsnnthe water on the land is good enough to cook with but we advice not to drink it bring enough drinking water licence number licence numbernexempt,"['What this place offers', 'Bathroom', 'Outdoor shower', 'Bedroom and laundry', 'Essentials', 'Towels, bed sheets, soap and toilet paper', 'Bed linen', 'Mosquito net', 'Entertainment', 'Books and reading material', 'Home safety', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'First aid kit', 'Kitchen and dining', 'Kitchen', 'Space where guests can cook their own meals', 'Refrigerator', 'Cooking basics', 'Pots and pans, oil, salt and pepper', 'Dishes and silverware', 'Bowls, chopsticks, plates, cups, etc.', 'Mini fridge', 'Stove', 'Coffee maker', 'Wine glasses', 'Coffee', 'Dining table', 'Location features', 'Waterfront', 'Right next to a body of water', 'Beach access – Beachfront', 'Guests can enjoy a nearby beach', 'Launderette nearby', 'Outdoor', 'Garden', 'An open space on the property usually covered in grass', 'Outdoor furniture', 'Hammock', 'Outdoor dining area', 'Parking and facilities', 'Free parking on premises', 'Services', 'Luggage drop-off allowed', ""For guests' convenience when they are arriving early or departing late"", 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Shampoo\nShampoo', 'Unavailable: Private entrance\nPrivate entrance', 'Unavailable: Heating\nHeating']",Setúbal Portugal,2,1.0,1.0,44,4.6,4.8,4.9,4.9,4.9,4.7,29.0,https://www.airbnb.co.uk/rooms/17210279?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-25&check_out=2022-04-01&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
e49e5ebc-056d-4f34-b319-746bb74e0107,Treehouses,"Creek Treehouse near Helen, GA",this treehouse is one of a kind and made out of recycled materials it is a secluded place to relax and be completely surrounded by nature there is no water or electricity and it is located about a 12 mile from our checkin officeparking cars are not allowed at the camping sites and parking is available at the main office it is hike in we will provide shuttle when you check in and check out to get you and your gear to and from the site the space the spacenthe treehouse is a cozy place with one bedroom two beds and deck for relaxing on main level is one king size mattress and in the loft is a full size mattress please be aware that there is no water or electricity the treehouse is in a remote location commercial vehicles are not allowed at the site you must leave your car at our main office 12mi away and then hike in guest access guest accessnguests cannot drive their car to the treehouse parking is available in a gravel lot at our main office 12mi away during normal business hours we will transport guests one time at checkin and once at checkout any other time you must walk other things to note other things to notenthis is just like camping except in the trees we only provide the space and the beds please plan to bring with you anything that you would need on a regular camping tripie linenssleeping bagspillows lightslanterns cooking tools etc we do have firewood available to purchase for 5 a bundle or you are more than welcome to bring your own,"['What this place offers', 'Parking and facilities', 'Free parking on premises', 'Services', 'Pets allowed', 'Assistance animals are always allowed', 'Long-term stays allowed', 'Allow stays of 28 days or more', 'Not included', 'Unavailable: Security cameras on property\nSecurity cameras on property', 'Unavailable: Kitchen\nKitchen', 'Unavailable: Wifi\nWifi', 'Unavailable: TV\nTV', 'Unavailable: Washing machine\nWashing machine', 'Unavailable: Air conditioning\nAir conditioning', 'Unavailable: Hair dryer\nHair dryer', 'Unavailable: Essentials\nEssentials', 'Unavailable: Smoke alarm\nSmoke alarm', 'This place may not have a smoke detector. Contact the host with any questions.', 'Unavailable: Carbon monoxide alarm\nCarbon monoxide alarm', 'This place may not have a carbon monoxide detector. Contact the host with any questions.', 'Unavailable: Shampoo\nShampoo', 'Unavailable: Private entrance\nPrivate entrance', 'Unavailable: Heating\nHeating']",Helen Georgia United States,4,2.0,1.0,43,4.7,4.9,4.9,4.9,5.0,5.0,3.0,https://www.airbnb.co.uk/rooms/15520793?adults=1&category_tag=Tag%3A8188&children=0&infants=0&search_mode=flex_destinations_search&check_in=2022-03-20&check_out=2022-03-27&previous_page_section_name=1000&federated_search_id=eebf9d56-f119-426a-b39b-9d89928069dc,1
